train_loss,val_loss,curr_epoch
0.17316656,0.16774757,0
0.13381557,0.11217953,1
0.12571166,0.12557134,2
0.12098084,0.10594309,3
0.11912663,0.10509584,4
0.11562395,0.106910795,5
0.11283801,0.18695667,6
0.11319967,0.1685533,7
0.1109656,0.15165405,8
0.10719638,0.17140006,9
0.10745945,0.13979876,10
0.10461686,0.1197795,11
0.102210164,0.27026486,12
0.10998422,0.11770124,13
0.10138945,0.17825879,14
0.104569346,0.18471235,15
0.10233972,0.10403123,16
0.098433994,0.122725286,17
0.09972861,0.09677801,18
0.096351065,0.08754621,19
0.095295146,0.1831242,20
0.10225349,0.10432583,21
0.09527004,0.1540469,22
0.09747151,0.08429203,23
0.09326219,0.32024965,24
0.10768285,0.09698403,25
0.09737774,0.1607157,26
0.09472333,0.09936398,27
0.093007624,0.08274737,28
0.08872898,0.08280117,29
0.08917844,0.21775623,30
0.09688769,0.09305911,31
0.0888581,0.09209619,32
0.08701898,0.08604464,33
0.08763822,0.3170852,34
0.10029947,0.08690684,35
0.08759401,0.09180394,36
0.08572975,0.07577174,37
0.08478358,0.26180276,38
0.097276784,0.10526294,39
0.085576236,0.078856334,40
0.08444687,0.20650327,41
0.09007742,0.091827385,42
0.08404339,0.23858213,43
0.08864684,0.09576836,44
0.08438939,0.09815674,45
0.086155005,0.09076829,46
0.08319297,0.15613465,47
0.08532799,0.08070708,48
0.080539115,0.099532366,49
0.08062869,0.08012094,50
0.07976658,0.2400439,51
0.084727935,0.0784271,52
0.079712324,0.08792899,53
0.08039588,0.122459434,54
0.08105979,0.0838351,55
0.07862281,0.14944808,56
0.08099188,0.08907205,57
0.079143226,0.1345679,58
0.08005235,0.092075095,59
0.07838042,0.10029704,60
0.07868144,0.07793131,61
0.076334044,0.079733126,62
0.075500175,0.078667834,63
0.07491515,0.109960616,64
0.07559258,0.07834017,65
0.074289314,0.08616961,66
0.07512402,0.092793845,67
0.074516304,0.08959656,68
0.07458549,0.099571325,69
0.0742846,0.18040873,70
0.07721753,0.1280592,71
0.077876896,0.092441246,72
0.076243594,0.26650655,73
0.0816274,0.08904696,74
0.07545155,0.083830506,75
0.07374084,0.1291001,76
0.07442989,0.101441674,77
0.07218801,0.086605966,78
0.07204718,0.08931932,79
0.07249504,0.1865717,80
0.076514035,0.08022113,81
0.07146865,0.07718521,82
0.0706572,0.08604737,83
0.07057751,0.0773289,84
0.07021648,0.083418615,85
0.07036838,0.09679504,86
0.07055777,0.1288137,87
0.07276858,0.08031863,88
0.07002467,0.15363921,89
0.076896995,0.10837821,90
0.07517504,0.0848075,91
0.07097058,0.109600395,92
0.07084196,0.090961814,93
0.07007033,0.082255945,94
0.06955931,0.22919032,95
0.08804692,0.089783564,96
0.07360329,0.12193192,97
0.07604797,0.08540818,98
0.07054785,0.08922855,99
0.07011085,0.13524137,100
0.072153844,0.15466994,101
0.07315427,0.080406845,102
0.06817787,0.11906353,103
0.0707424,0.094818845,104
0.067885615,0.09779934,105
0.067695364,0.19694489,106
0.07196476,0.08144902,107
0.06779454,0.08918828,108
0.06704209,0.07970185,109
0.06591459,0.07690409,110
0.06488051,0.07760495,111
0.06490461,0.08316829,112
0.065046765,0.08417019,113
0.06563785,0.07710392,114
0.06399745,0.07946326,115
0.063738205,0.11865493,116
0.06760288,0.12100123,117
0.066275656,0.086289585,118
0.064850345,0.08693326,119
0.064711116,0.08448813,120
0.064531215,0.09155041,121
0.064634405,0.08136791,122
0.06409855,0.09471533,123
0.0640662,0.12095011,124
0.0663132,0.08921275,125
0.06469491,0.08892808,126
0.06499801,0.08135081,127
0.06445374,0.08141512,128
0.06309675,0.08317869,129
0.06298516,0.08830623,130
0.06238277,0.07835142,131
0.062489603,0.16789877,132
0.074217215,0.1012961,133
0.06618011,0.08510658,134
0.06304622,0.081889994,135
0.06393019,0.15833712,136
0.073744304,0.10614953,137
0.066612355,0.07969651,138
0.064954415,0.08521135,139
0.064502046,0.083259195,140
0.06200847,0.09538546,141
0.063670576,0.08739713,142
0.06234787,0.09133425,143
0.06292953,0.08562893,144
0.060932856,0.08545727,145
0.061579667,0.08621623,146
0.061858885,0.18708932,147
0.06806058,0.08231825,148
0.061365277,0.103022344,149
0.06308481,0.082211,150
0.061717693,0.08379667,151
0.060300827,0.08008022,152
0.060237013,0.078156136,153
0.06012759,0.081947275,154
0.059810985,0.08096386,155
0.05920619,0.093490005,156
0.059881154,0.08540237,157
0.059207264,0.08981345,158
0.06016659,0.08328567,159
0.05869549,0.08578004,160
0.058558024,0.08121866,161
0.05793501,0.084521376,162
0.058078654,0.08027037,163
0.05926399,0.09249053,164
0.06027851,0.13080494,165
0.06494254,0.08286963,166
0.060044657,0.087853886,167
0.05960563,0.081612386,168
0.059455946,0.19087206,169
0.06627636,0.08316208,170
0.06114605,0.098722175,171
0.059529617,0.09559172,172
0.059334498,0.07966615,173
0.0588319,0.087116115,174
0.058817077,0.086473286,175
0.05861627,0.085249394,176
0.057277944,0.07839597,177
0.05730076,0.09483667,178
0.05810858,0.09510182,179
0.05796612,0.09010281,180
0.057178847,0.08009018,181
0.056653336,0.10103566,182
0.05792845,0.10075003,183
0.056264132,0.07970625,184
0.055852972,0.077810034,185
0.056477994,0.08326279,186
0.056308057,0.08005572,187
0.057378072,0.1085253,188
0.058562692,0.084669255,189
0.060331997,0.08995133,190
0.06004924,0.08443636,191
0.057910524,0.08731975,192
0.05708261,0.105967924,193
0.05771191,0.17382105,194
0.06021218,0.10532361,195
0.062253356,0.09555952,196
0.057341803,0.08143716,197
0.056183394,0.08073733,198
0.055956785,0.079301834,199
