train_loss,val_loss,curr_epoch
0.18066476,0.34042317,0
0.06400297,0.094102524,1
0.048309006,0.03119833,2
0.0413062,0.027260564,3
0.035665825,0.027052157,4
0.035596535,0.021176003,5
0.03132263,0.017505748,6
0.027826421,0.017695487,7
0.027104015,0.016689248,8
0.025942922,0.016336082,9
0.025329988,0.015478061,10
0.024186747,0.013877467,11
0.023739716,0.013787336,12
0.02232084,0.0141648315,13
0.02140031,0.014499142,14
0.020747945,0.014523152,15
0.0202923,0.01338537,16
0.01971483,0.014102853,17
0.01905423,0.012885445,18
0.019398868,0.014448508,19
0.018987823,0.013909399,20
0.018163983,0.013251787,21
0.017806573,0.012640685,22
0.017290305,0.012113971,23
0.01658244,0.010874804,24
0.01704022,0.011880502,25
0.01725,0.010648154,26
0.016196622,0.010974068,27
0.015964605,0.010984399,28
0.015537729,0.010754961,29
0.015251593,0.010306724,30
0.015717939,0.011261529,31
0.015021463,0.011326626,32
0.0149199385,0.011596862,33
0.014832723,0.011581912,34
0.014929926,0.011297881,35
0.014615533,0.010290869,36
0.013964106,0.010253287,37
0.013700975,0.010647252,38
0.013943013,0.0114358375,39
0.013771465,0.010113469,40
0.013782025,0.009794205,41
0.013081259,0.010027867,42
0.012807912,0.0098495,43
0.01305427,0.010066553,44
0.0131431855,0.009714384,45
0.012822967,0.009132116,46
0.012791907,0.00986859,47
0.012671708,0.009607767,48
0.013421924,0.011432395,49
0.012903837,0.010873436,50
0.01206037,0.009427514,51
0.011930413,0.010163846,52
0.011925953,0.009857173,53
0.012172479,0.010196625,54
0.01220391,0.010391684,55
0.011713916,0.009310206,56
0.011698343,0.010091844,57
0.011620352,0.0092338575,58
0.011432169,0.009044737,59
0.0113655105,0.009521418,60
0.01152757,0.0105876895,61
0.011399764,0.00937055,62
0.011270544,0.011352046,63
0.011468186,0.009622092,64
0.011052414,0.0092320945,65
0.010874337,0.009635028,66
0.01113492,0.009092861,67
0.010925003,0.009240226,68
0.010994317,0.011483171,69
0.010798151,0.0101141445,70
0.010337732,0.009743496,71
0.010508349,0.00945362,72
0.010562889,0.009863944,73
0.010638245,0.009209245,74
0.010604461,0.009338514,75
0.010603571,0.009079932,76
0.010288561,0.009263246,77
0.0103853755,0.008612729,78
0.009855516,0.009138598,79
0.010185093,0.009047859,80
0.009807839,0.008957717,81
0.010071232,0.009545342,82
0.010000057,0.008580728,83
0.009457144,0.008531628,84
0.009623756,0.008971612,85
0.009509567,0.00841361,86
0.009740053,0.0085706655,87
0.00960906,0.00958338,88
0.009418151,0.008966373,89
0.009607101,0.008854694,90
0.009358444,0.008790373,91
0.009342793,0.008445168,92
0.00928362,0.008650441,93
0.009080483,0.009373061,94
0.009153187,0.008355449,95
0.008959336,0.008196606,96
0.008773875,0.008576558,97
0.009230799,0.008409691,98
0.00873072,0.008605879,99
0.008850565,0.008722277,100
0.008961746,0.008267693,101
0.008679681,0.009072562,102
0.00876174,0.008497423,103
0.008900243,0.008699052,104
0.008740978,0.008550279,105
0.008645137,0.008666149,106
0.008305505,0.009290784,107
0.008688308,0.008270113,108
0.008392531,0.008614948,109
0.008481028,0.008419361,110
0.00843145,0.008310743,111
0.008386617,0.00917913,112
0.008487532,0.008186933,113
0.0083760545,0.008111023,114
0.008098542,0.0082266005,115
0.00828794,0.009083438,116
0.008233929,0.008348042,117
0.00826113,0.008545666,118
0.008170893,0.008295865,119
0.007904267,0.00846554,120
0.008049703,0.0081954915,121
0.008138162,0.008266717,122
0.008127963,0.008361897,123
0.008050304,0.008263308,124
0.008036797,0.008502599,125
0.00782345,0.008609845,126
0.00783485,0.008312612,127
0.007700841,0.008487535,128
0.007719792,0.007965345,129
0.007919737,0.008135802,130
0.007913916,0.008518888,131
0.007807349,0.008036617,132
0.0077835647,0.008325066,133
0.0077023087,0.0086976355,134
0.007628487,0.008247143,135
0.008877007,0.009793708,136
0.008533905,0.008559166,137
0.008024513,0.008851984,138
0.007907884,0.008045851,139
0.0077568954,0.007851277,140
0.00790018,0.00806597,141
0.0075585186,0.007965047,142
0.0074749105,0.007898141,143
0.007469901,0.009133939,144
0.007419081,0.008431513,145
0.0076110335,0.008313492,146
0.0075213513,0.007909583,147
0.007448542,0.008118005,148
0.007403303,0.0079073245,149
0.007296418,0.008156001,150
0.0073333117,0.007760137,151
0.007527871,0.00817683,152
0.0073172995,0.008405655,153
0.007259692,0.00799987,154
0.0073259426,0.0080534825,155
0.007147944,0.0084721735,156
0.0071779382,0.008117411,157
0.007553609,0.008051556,158
0.0074298116,0.00835006,159
0.0071982695,0.00814501,160
0.0071569285,0.007950223,161
0.0071147373,0.008085683,162
0.0070328056,0.008146084,163
0.0070934207,0.008036387,164
0.007192098,0.008139338,165
0.006905031,0.007832771,166
0.0069240346,0.008219167,167
0.0069054617,0.008132071,168
0.006734168,0.00799982,169
0.0069550863,0.008049291,170
0.006687066,0.007885354,171
0.0068923244,0.0086080255,172
0.0069659958,0.0080994805,173
0.0069055175,0.008071675,174
0.00692325,0.008051184,175
0.0068888497,0.008631036,176
0.007022484,0.007963967,177
0.00682889,0.008241697,178
0.006670957,0.007848103,179
0.0068237092,0.007931847,180
0.0066868905,0.007897152,181
0.007010819,0.00845092,182
0.0067801327,0.008157013,183
0.0068077175,0.008018277,184
0.0066668955,0.008423317,185
0.0066801147,0.008198538,186
0.00653602,0.008260486,187
0.006544632,0.008083985,188
0.006573073,0.007981644,189
0.0065507926,0.007884157,190
0.0065655345,0.0077188257,191
0.0065608406,0.0081690205,192
0.0066212956,0.00775799,193
0.0064551877,0.008253132,194
0.006598516,0.007852072,195
0.0064015347,0.007980753,196
0.0065485034,0.008433619,197
0.0064429436,0.0077882186,198
0.0065600243,0.00813231,199
