train_loss,val_loss,curr_epoch
0.17554006,0.3045066,0
0.068420485,0.06439752,1
0.055500127,0.027746713,2
0.049474865,0.0250919,3
0.042607915,0.020840239,4
0.0390457,0.022974072,5
0.037274484,0.02083914,6
0.03559498,0.020450382,7
0.03356283,0.018068772,8
0.03252728,0.017356692,9
0.030307777,0.018505257,10
0.029208206,0.018656306,11
0.029213805,0.013623774,12
0.028377706,0.013507452,13
0.027807528,0.019972144,14
0.026598873,0.013668397,15
0.025493339,0.013991297,16
0.025263172,0.013729643,17
0.025080789,0.015124049,18
0.024661826,0.013984951,19
0.024712639,0.013705507,20
0.024306618,0.012168515,21
0.02304448,0.013234943,22
0.02254769,0.012284806,23
0.021822449,0.013550479,24
0.022002002,0.011216801,25
0.021543939,0.013159182,26
0.022265978,0.01356701,27
0.022116981,0.012905792,28
0.02168727,0.011420976,29
0.0209059,0.010691525,30
0.020794557,0.012283814,31
0.020392803,0.010384661,32
0.02043056,0.010564177,33
0.019792147,0.010924065,34
0.020193715,0.01117846,35
0.02019122,0.010424248,36
0.02025569,0.010135589,37
0.019619584,0.009641513,38
0.019859629,0.009892723,39
0.01914109,0.010953873,40
0.018496,0.010586258,41
0.019064033,0.009917037,42
0.019233774,0.01035031,43
0.018292237,0.011390174,44
0.018592684,0.010340291,45
0.018192137,0.010070953,46
0.017894763,0.009762673,47
0.018660579,0.009007495,48
0.018332578,0.009920114,49
0.018515985,0.010724719,50
0.01747696,0.009417802,51
0.018024333,0.009613677,52
0.018020535,0.010071564,53
0.017614719,0.00927242,54
0.017048333,0.010910825,55
0.017427064,0.009182744,56
0.017827217,0.009034291,57
0.01756664,0.009141712,58
0.016786976,0.011042004,59
0.01704661,0.009278304,60
0.016796932,0.010500089,61
0.017507683,0.010291617,62
0.017170936,0.011617062,63
0.01669131,0.008991926,64
0.01657655,0.009935708,65
0.016504508,0.009882296,66
0.01676577,0.00879296,67
0.016142208,0.009787208,68
0.016198015,0.008902556,69
0.01585437,0.008764068,70
0.016182063,0.009090679,71
0.01585253,0.011430228,72
0.016024025,0.009966292,73
0.016175319,0.009196282,74
0.016254235,0.010191918,75
0.015810769,0.011260618,76
0.015623408,0.0086840475,77
0.0156634,0.008613196,78
0.015463747,0.010462867,79
0.015591335,0.0083305705,80
0.015391536,0.008512109,81
0.015637394,0.008714705,82
0.014576854,0.008713979,83
0.015216126,0.008662645,84
0.014240277,0.008470057,85
0.015236359,0.009510796,86
0.015054605,0.008273375,87
0.014613172,0.008255653,88
0.014856838,0.008732663,89
0.014872025,0.008145925,90
0.014914563,0.0083287405,91
0.014733333,0.009057719,92
0.0153374085,0.008457699,93
0.013976975,0.008222668,94
0.014393093,0.007980645,95
0.014345758,0.008117979,96
0.014656326,0.008890135,97
0.014401741,0.008416087,98
0.014597364,0.0077004894,99
0.014190871,0.008035187,100
0.014063146,0.008160603,101
0.01406165,0.00810851,102
0.013960457,0.008027119,103
0.013719789,0.0077815074,104
0.013974368,0.008022144,105
0.013920937,0.0075080437,106
0.014035215,0.008172295,107
0.014341872,0.008392137,108
0.013774618,0.0084175,109
0.013888209,0.008047595,110
0.014032721,0.0076622874,111
0.013763608,0.008147282,112
0.013699668,0.0078699235,113
0.013738084,0.008562713,114
0.013419051,0.008297977,115
0.013786912,0.007966433,116
0.013183935,0.007927961,117
0.013460276,0.0075826477,118
0.013344446,0.007868976,119
0.013623301,0.0076781814,120
0.0132378945,0.007594407,121
0.013437844,0.0080348635,122
0.012843389,0.007304155,123
0.0125649115,0.0075570005,124
0.013754447,0.0075999494,125
0.012671111,0.007662892,126
0.013335365,0.007980236,127
0.013440324,0.008489744,128
0.012978501,0.0076259105,129
0.01303125,0.008801978,130
0.01359894,0.0077976477,131
0.013029569,0.0076484377,132
0.012571792,0.008344959,133
0.012992345,0.009127823,134
0.013182927,0.0081883855,135
0.013127864,0.007998509,136
0.012948079,0.007961907,137
0.012930009,0.007665359,138
0.012940943,0.007459968,139
0.012682465,0.0077997088,140
0.012607438,0.0074680597,141
0.013052125,0.007482909,142
